<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.04.02	14:50:00	90547	90697	90526	90649	7208	29314	1
2018.04.02	14:55:00	90649	90659	90420	90425	10480	41546	1
2018.04.02	15:00:00	90420	90430	90302	90361	10359	45362	1
2018.04.02	15:05:00	90361	90377	90238	90356	10544	45010	1
2018.04.02	15:10:00	90350	90366	90254	90350	6523	29732	1
2018.04.02	15:15:00	90350	90468	90334	90377	8425	34077	1
2018.04.02	15:20:00	90377	90468	90276	90308	7221	28980	1
2018.04.02	15:25:00	90308	90318	90068	90100	12932	52892	1
2018.04.02	15:30:00	90094	90132	89972	90089	10303	45140	1
2018.04.02	15:35:00	90089	90249	90014	90206	8951	36871	1
2018.04.02	15:40:00	90196	90206	89993	90094	8756	37921	1
2018.04.02	15:45:00	90089	90174	90030	90137	5163	21802	1
2018.04.02	15:50:00	90137	90286	90126	90249	7453	32622	1
2018.04.02	15:55:00	90254	90254	90116	90174	5981	24768	1
2018.04.02	16:00:00	90169	90254	90126	90185	5731	23999	1
2018.04.02	16:05:00	90190	90190	90073	90121	6147	24130	1
2018.04.02	16:10:00	90121	90329	90057	90292	8241	32184	1
2018.04.02	16:15:00	90292	90340	90201	90324	6386	25160	1
2018.04.02	16:20:00	90318	90356	90148	90169	6760	26282	1
2018.04.02	16:25:00	90169	90217	90121	90137	4303	17458	1
2018.04.02	16:30:00	90137	90222	90025	90078	7819	32550	1
2018.04.02	16:35:00	90073	90244	90073	90142	7037	29324	1
2018.04.02	16:40:00	90137	90286	90105	90265	6448	27089	1
2018.04.02	16:45:00	90260	90409	90228	90366	8567	37185	1
2018.04.02	16:50:00	90372	90558	90372	90531	10067	44981	1
2018.04.02	16:55:00	90537	90622	90388	90569	11149	49036	1
2018.04.02	17:00:00	90574	90595	90489	90515	4504	19946	1
2018.04.02	17:05:00	90521	90611	90510	90558	3554	14120	1
2018.04.02	17:10:00	90563	90574	90489	90542	3358	13017	1
2018.04.02	17:15:00	90542	90558	90515	90526	1178	5303	1
2018.04.02	17:20:00	90526	90601	90372	90542	6058	28659	1
2018.04.02	17:25:00	90537	90547	90494	90510	1247	5151	1
2018.04.02	17:30:00	90510	90585	90483	90553	2358	9432	1
2018.04.02	17:35:00	90553	90638	90547	90633	1718	7789	1
2018.04.02	17:40:00	90633	90633	90542	90563	2021	8028	1
2018.04.02	17:45:00	90558	90585	90531	90547	1557	5012	1
2018.04.02	17:50:00	90553	90633	90547	90633	1860	9712	1
2018.04.03	09:00:00	90953	91033	90873	90915	4865	17916	1
2018.04.03	09:05:00	90921	90958	90846	90878	4988	18264	1
2018.04.03	09:10:00	90878	90905	90814	90857	3755	13533	1
2018.04.03	09:15:00	90862	90985	90846	90969	5293	16942	1
2018.04.03	09:20:00	90969	91086	90953	91070	6713	23488	1
2018.04.03	09:25:00	91070	91139	91033	91118	5188	18559	1
2018.04.03	09:30:00	91118	91166	91081	91091	5077	16623	1
2018.04.03	09:35:00	91086	91150	91070	91123	3992	11895	1
2018.04.03	09:40:00	91123	91203	91097	91161	6673	20233	1
2018.04.03	09:45:00	91166	91198	91118	91129	3388	10565	1
2018.04.03	09:50:00	91134	91182	91123	91145	3118	10125	1
2018.04.03	09:55:00	91139	91203	91086	91166	6808	22150	1
2018.04.03	10:00:00	91166	91230	91097	91171	7829	26369	1
2018.04.03	10:05:00	91171	91177	91043	91129	10265	32120	1
2018.04.03	10:10:00	91129	91198	91081	91123	5970	20531	1
2018.04.03	10:15:00	91118	91161	91054	91129	6033	18336	1
2018.04.03	10:20:00	91129	91161	91097	91097	2988	9683	1
2018.04.03	10:25:00	91097	91150	91081	91091	2630	8604	1
2018.04.03	10:30:00	91081	91161	90894	90958	21284	77985	1
2018.04.03	10:35:00	90958	91315	90931	91310	18649	68747	1
2018.04.03	10:40:00	91305	91347	91230	91235	10620	42084	1
2018.04.03	10:45:00	91235	91374	91235	91321	9937	37998	1
2018.04.03	10:50:00	91321	91331	91107	91145	11280	42254	1
2018.04.03	10:55:00	91150	91193	90963	91022	13295	49478	1
2018.04.03	11:00:00	91027	91033	90761	90857	18427	70061	1
2018.04.03	11:05:00	90846	90851	90681	90718	11476	47378	1
2018.04.03	11:10:00	90718	90755	90670	90718	8064	32573	1
2018.04.03	11:15:00	90723	90787	90553	90595	15616	62631	1
2018.04.03	11:20:00	90595	90675	90515	90622	11519	45436	1
2018.04.03	11:25:00	90627	90739	90590	90734	7611	30832	1
2018.04.03	11:30:00	90734	90926	90707	90926	12331	45653	1
2018.04.03	11:35:00	90921	90963	90830	90899	9502	37260	1
2018.04.03	11:40:00	90899	91059	90889	91022	10851	42004	1
2018.04.03	11:45:00	91022	91155	90990	91043	11702	47635	1
2018.04.03	11:50:00	91043	91139	90974	91033	8727	32385	1
2018.04.03	11:55:00	91033	91214	91001	91166	11738	46452	1
2018.04.03	12:00:00	91171	91230	91107	91113	8558	33814	1
2018.04.03	12:05:00	91113	91209	91097	91123	6448	26483	1
2018.04.03	12:10:00	91118	91166	91049	91070	7213	29068	1
2018.04.03	12:15:00	91070	91134	90990	91134	7072	28299	1
2018.04.03	12:20:00	91134	91134	90974	91017	6053	24880	1
2018.04.03	12:25:00	91006	91123	91006	91086	4716	20534	1
2018.04.03	12:30:00	91081	91161	90883	90910	11316	45574	1
2018.04.03	12:35:00	90905	90942	90819	90830	8066	34921	1
2018.04.03	12:40:00	90835	90921	90809	90899	6334	28158	1
2018.04.03	12:45:00	90899	91065	90899	90974	7141	28769	1
2018.04.03	12:50:00	90974	90979	90835	90878	6796	28858	1
2018.04.03	12:55:00	90878	91001	90862	90862	5969	25804	1
2018.04.03	13:00:00	90862	91043	90862	91022	6157	25955	1
2018.04.03	13:05:00	91022	91113	90995	91054	6976	26547	1
2018.04.03	13:10:00	91059	91059	90926	90937	5332	22037	1
2018.04.03	13:15:00	90937	91011	90803	90841	7321	29035	1
2018.04.03	13:20:00	90841	90878	90723	90750	7211	29151	1
2018.04.03	13:25:00	90750	90841	90745	90825	4415	18521	1
2018.04.03	13:30:00	90819	90921	90787	90894	5577	22296	1
2018.04.03	13:35:00	90894	90963	90867	90931	6091	24089	1
2018.04.03	13:40:00	90937	91054	90915	90995	7005	29478	1
2018.04.03	13:45:00	90995	91017	90910	90942	4623	17703	1
2018.04.03	13:50:00	90942	91017	90921	90931	5026	19444	1
2018.04.03	13:55:00	90926	90990	90889	90969	5213	21865	1
2018.04.03	14:00:00	90969	91001	90851	90931	6317	26735	1
2018.04.03	14:05:00	90931	90985	90889	90905	4401	19908	1
2018.04.03	14:10:00	90910	90953	90814	90835	4783	19632	1
2018.04.03	14:15:00	90835	90878	90766	90835	6096	23284	1
2018.04.03	14:20:00	90841	90963	90814	90947	5980	24358	1
2018.04.03	14:25:00	90947	91038	90937	90963	6588	26372	1
2018.04.03	14:30:00	90963	90995	90910	90937	3761	14745	1
2018.04.03	14:35:00	90937	90947	90633	90649	13231	57524	1
2018.04.03	14:40:00	90643	90659	90489	90579	12507	49174	1
2018.04.03	14:45:00	90574	90627	90313	90345	15013	56595	1
2018.04.03	14:50:00	90334	90462	90329	90446	8298	30850	1
2018.04.03	14:55:00	90446	90473	90238	90324	11601	44175	1
2018.04.03	15:00:00	90324	90372	90244	90334	6797	25744	1
2018.04.03	15:05:00	90340	90345	90148	90286	9640	44456	1
2018.04.03	15:10:00	90286	90302	90169	90201	5890	24915	1
2018.04.03	15:15:00	90206	90212	90100	90164	7174	31924	1
2018.04.03	15:20:00	90164	90254	90062	90148	9351	37409	1
2018.04.03	15:25:00	90148	90169	90057	90105	4539	18757	1
2018.04.03	15:30:00	90105	90110	90014	90084	6605	30079	1
2018.04.03	15:35:00	90084	90217	90041	90201	6371	25885	1
2018.04.03	15:40:00	90201	90254	89993	90014	11765	47921	1
2018.04.03	15:45:00	90014	90329	90009	90286	15107	61810	1
2018.04.03	15:50:00	90286	90286	90068	90148	10514	42356	1
2018.04.03	15:55:00	90153	90313	90142	90212	9449	40421	1
2018.04.03	16:00:00	90206	90377	90110	90340	11925	51558	1
2018.04.03	16:05:00	90340	90531	90329	90468	11316	49689	1
2018.04.03	16:10:00	90468	90558	90270	90350	14110	57234	1
2018.04.03	16:15:00	90345	90420	90233	90393	8409	33693	1
2018.04.03	16:20:00	90388	90436	90158	90164	8605	33379	1
2018.04.03	16:25:00	90158	90377	90158	90340	7169	30083	1
2018.04.03	16:30:00	90345	90377	90180	90201	7276	30074	1
2018.04.03	16:35:00	90206	90212	90046	90137	10911	48142	1
2018.04.03	16:40:00	90142	90212	90094	90185	5484	24049	1
2018.04.03	16:45:00	90180	90302	90153	90180	7798	34257	1
2018.04.03	16:50:00	90174	90270	90164	90222	5354	25372	1
2018.04.03	16:55:00	90222	90372	90217	90350	6856	31791	1
2018.04.03	17:00:00	90356	90409	90329	90398	5316	25569	1
2018.04.03	17:05:00	90404	90510	90404	90441	4541	20484	1
2018.04.03	17:10:00	90446	90585	90441	90574	4649	23276	1
2018.04.03	17:15:00	90574	90590	90324	90430	4975	25046	1
2018.04.03	17:20:00	90436	90579	90430	90483	3673	17951	1
2018.04.03	17:25:00	90489	90531	90350	90377	3920	21165	1
2018.04.03	17:30:00	90377	90393	90270	90292	2809	15128	1
2018.04.03	17:35:00	90292	90313	90201	90217	2947	14502	1
2018.04.03	17:40:00	90217	90254	90169	90212	3272	13624	1
2018.04.03	17:45:00	90206	90388	90169	90180	3854	14185	1
2018.04.03	17:50:00	90180	90228	90121	90121	2449	10694	1
2018.04.04	09:00:00	89129	89135	88895	88895	5813	25656	1
2018.04.04	09:05:00	88895	89007	88788	88852	8916	34535	1
2018.04.04	09:10:00	88852	88975	88804	88932	4389	15204	1
2018.04.04	09:15:00	88927	88980	88884	88921	4905	16083	1
2018.04.04	09:20:00	88927	88948	88863	88863	3802	14046	1
2018.04.04	09:25:00	88868	89023	88857	88948	6769	22026	1
2018.04.04	09:30:00	88943	88980	88841	88884	6513	20903	1
2018.04.04	09:35:00	88879	88959	88868	88927	3824	13301	1
2018.04.04	09:40:00	88921	89119	88921	89081	6753	23528	1
2018.04.04	09:45:00	89081	89135	89028	89055	6534	22992	1
2018.04.04	09:50:00	89049	89124	89044	89049	3391	11748	1
2018.04.04	09:55:00	89049	89097	88847	88895	9021	29534	1
2018.04.04	10:00:00	88895	88927	88713	88847	14556	52591	1
2018.04.04	10:05:00	88836	88847	88735	88777	6381	23662	1
2018.04.04	10:10:00	88777	88847	88745	88793	5169	18191	1
2018.04.04	10:15:00	88788	88879	88692	88804	12058	41875	1
2018.04.04	10:20:00	88804	88863	88745	88783	5499	20022	1
2018.04.04	10:25:00	88783	88841	88745	88804	4517	16914	1
2018.04.04	10:30:00	88804	89060	88735	89001	19473	73374	1
2018.04.04	10:35:00	89007	89007	88799	88841	11315	43546	1
2018.04.04	10:40:00	88841	88841	88559	88703	19259	74305	1
2018.04.04	10:45:00	88697	88719	88473	88521	17144	66914	1
2018.04.04	10:50:00	88527	88628	88447	88585	11297	44226	1
2018.04.04	10:55:00	88585	88804	88559	88719	9903	37082	1
2018.04.04	11:00:00	88724	88729	88479	88639	12376	43299	1
2018.04.04	11:05:00	88639	88708	88521	88639	9713	36463	1
2018.04.04	11:10:00	88633	88756	88596	88617	8141	28451	1
2018.04.04	11:15:00	88617	88724	88564	88676	9026	31907	1
2018.04.04	11:20:00	88671	88719	88564	88692	6913	25917	1
2018.04.04	11:25:00	88687	88969	88687	88884	15243	57854	1
2018.04.04	11:30:00	88889	88996	88815	88825	10762	41871	1
2018.04.04	11:35:00	88820	88884	88751	88799	7680	29003	1
2018.04.04	11:40:00	88793	88863	88697	88788	7483	28473	1
2018.04.04	11:45:00	88783	89076	88767	89033	10463	41536	1
2018.04.04	11:50:00	89033	89108	88991	89081	9237	38966	1
2018.04.04	11:55:00	89087	89230	89012	89204	10916	43633	1
2018.04.04	12:00:00	89204	89342	89124	89273	11040	41949	1
2018.04.04	12:05:00	89268	89332	89188	89294	7012	26332	1
2018.04.04	12:10:00	89294	89401	89252	89284	7386	27399	1
2018.04.04	12:15:00	89284	89438	89262	89374	7881	30977	1
2018.04.04	12:20:00	89374	89625	89369	89588	10903	43870	1
2018.04.04	12:25:00	89593	89700	89497	89673	10696	43783	1
2018.04.04	12:30:00	89668	89828	89625	89716	11844	48954	1
2018.04.04	12:35:00	89710	89817	89598	89646	10312	39367	1
2018.04.04	12:40:00	89646	89689	89454	89534	8802	33487	1
2018.04.04	12:45:00	89529	89721	89492	89652	8676	34266	1
2018.04.04	12:50:00	89652	89705	89588	89636	5327	21601	1
2018.04.04	12:55:00	89636	89742	89625	89684	4717	19737	1
2018.04.04	13:00:00	89689	89753	89545	89716	7371	29531	1
2018.04.04	13:05:00	89710	89726	89540	89673	6428	25333	1
2018.04.04	13:10:00	89678	89929	89673	89838	10797	44847	1
2018.04.04	13:15:00	89838	89849	89716	89732	5328	21670	1
2018.04.04	13:20:00	89737	89908	89700	89812	8322	33806	1
2018.04.04	13:25:00	89806	89833	89721	89790	4527	17951	1
2018.04.04	13:30:00	89785	89822	89700	89796	3785	16542	1
2018.04.04	13:35:00	89801	89881	89737	89817	6286	24430	1
2018.04.04	13:40:00	89817	89838	89721	89790	4320	15904	1
2018.04.04	13:45:00	89790	89817	89588	89614	7695	28463	1
2018.04.04	13:50:00	89614	89614	89332	89470	13068	48494	1
2018.04.04	13:55:00	89470	89593	89417	89449	8500	32537	1
2018.04.04	14:00:00	89449	89534	89390	89438	6030	22296	1
2018.04.04	14:05:00	89444	89518	89284	89374	8357	31008	1
2018.04.04	14:10:00	89374	89454	89246	89444	10238	40984	1
2018.04.04	14:15:00	89449	89876	89438	89769	17420	65834	1
2018.04.04	14:20:00	89769	89972	89630	89737	15249	58047	1
2018.04.04	14:25:00	89742	89774	89598	89764	6957	27869	1
2018.04.04	14:30:00	89769	89774	89646	89694	4318	16896	1
2018.04.04	14:35:00	89689	89897	89673	89785	6430	24458	1
2018.04.04	14:40:00	89790	89881	89705	89753	5597	21845	1
2018.04.04	14:45:00	89753	89753	89513	89556	9751	35713	1
2018.04.04	14:50:00	89550	89668	89465	89641	7415	28073	1
2018.04.04	14:55:00	89641	89838	89614	89790	7661	28944	1
2018.04.04	15:00:00	89796	89860	89700	89742	8096	32231	1
2018.04.04	15:05:00	89753	89876	89716	89742	6885	28350	1
2018.04.04	15:10:00	89742	89865	89684	89822	5105	19930	1
2018.04.04	15:15:00	89822	89929	89785	89833	8193	32465	1
2018.04.04	15:20:00	89838	89886	89748	89753	5937	22665	1
2018.04.04	15:25:00	89753	89876	89716	89860	5499	20835	1
2018.04.04	15:30:00	89854	89908	89737	89785	5648	23938	1
2018.04.04	15:35:00	89785	89790	89545	89582	9318	39966	1
2018.04.04	15:40:00	89582	89902	89545	89876	10293	41459	1
2018.04.04	15:45:00	89876	89924	89742	89849	8867	36439	1
2018.04.04	15:50:00	89849	90052	89849	89886	11644	48183	1
2018.04.04	15:55:00	89886	89929	89689	89854	11562	46963	1
2018.04.04	16:00:00	89849	89908	89796	89844	4907	21117	1
2018.04.04	16:05:00	89838	89929	89833	89902	3841	13055	1
2018.04.04	16:10:00	89913	89913	89780	89790	4607	16444	1
2018.04.04	16:15:00	89785	89844	89673	89732	6078	24841	1
2018.04.04	16:20:00	89726	89945	89721	89886	7053	26948	1
2018.04.04	16:25:00	89886	89934	89780	89902	5523	20232	1
2018.04.04	16:30:00	89897	89945	89838	89908	4915	19222	1
2018.04.04	16:35:00	89908	90148	89902	90105	11005	44946	1
2018.04.04	16:40:00	90105	90110	90004	90036	5327	19095	1
2018.04.04	16:45:00	90036	90137	90014	90094	5709	23333	1
2018.04.04	16:50:00	90094	90270	90094	90212	8777	33175	1
2018.04.04	16:55:00	90206	90228	90105	90158	5954	23110	1
2018.04.04	17:00:00	90158	90313	90068	90212	8275	33007	1
2018.04.04	17:05:00	90206	90217	90084	90105	3396	13434	1
2018.04.04	17:10:00	90110	90121	90014	90078	3610	14688	1
2018.04.04	17:15:00	90078	90206	90046	90148	3431	13165	1
2018.04.04	17:20:00	90142	90254	90137	90174	2819	10984	1
2018.04.04	17:25:00	90169	90302	90158	90260	2948	12241	1
2018.04.04	17:30:00	90260	90356	90244	90313	2922	12106	1
2018.04.04	17:35:00	90318	90468	90313	90382	2869	10942	1
2018.04.04	17:40:00	90382	90468	90361	90425	2584	10698	1
2018.04.04	17:45:00	90425	90468	90409	90436	1370	5216	1
2018.04.04	17:50:00	90436	90622	90345	90622	3009	13360	1
2018.04.05	09:00:00	92136	92366	92014	92254	7449	30009	1
2018.04.05	09:05:00	92264	92371	91886	92094	15177	53327	1
2018.04.05	09:10:00	92094	92179	91992	92062	9605	32464	1
2018.04.05	09:15:00	92067	92115	91960	92067	8081	27601	1
2018.04.05	09:20:00	92072	92163	92008	92072	6752	22827	1
2018.04.05	09:25:00	92078	92083	91998	92024	4440	15769	1
2018.04.05	09:30:00	92030	92035	91896	91982	6549	20844	1
2018.04.05	09:35:00	91976	92024	91923	92008	4286	14218	1
2018.04.05	09:40:00	92008	92094	91955	92008	5315	15579	1
2018.04.05	09:45:00	92003	92040	91955	91976	3379	10308	1
2018.04.05	09:50:00	91982	92040	91955	91998	2831	9384	1
2018.04.05	09:55:00	91992	92024	91939	91971	3777	11682	1
2018.04.05	10:00:00	91971	92120	91960	92072	7197	24018	1
2018.04.05	10:05:00	92083	92083	91886	91987	11334	39215	1
2018.04.05	10:10:00	91987	92024	91859	91923	10503	35498	1
2018.04.05	10:15:00	91918	91971	91827	91843	7166	24052	1
2018.04.05	10:20:00	91848	91896	91822	91838	5754	19424	1
2018.04.05	10:25:00	91838	91843	91747	91806	7463	25453	1
2018.04.05	10:30:00	91811	91859	91651	91843	15167	53388	1
2018.04.05	10:35:00	91848	91848	91609	91625	12426	44734	1
2018.04.05	10:40:00	91619	91689	91534	91614	12412	48502	1
2018.04.05	10:45:00	91619	91657	91363	91438	15332	58377	1
2018.04.05	10:50:00	91443	91577	91385	91555	8993	33255	1
2018.04.05	10:55:00	91555	91811	91539	91795	12310	47577	1
2018.04.05	11:00:00	91795	91848	91683	91800	9826	36958	1
2018.04.05	11:05:00	91806	91918	91753	91838	10801	39166	1
2018.04.05	11:10:00	91838	91912	91582	91667	13110	47706	1
2018.04.05	11:15:00	91662	91667	91502	91529	11295	42173	1
2018.04.05	11:20:00	91529	91758	91497	91715	10480	37894	1
2018.04.05	11:25:00	91721	91731	91566	91689	8368	32255	1
2018.04.05	11:30:00	91683	91769	91614	91673	8018	27964	1
2018.04.05	11:35:00	91673	91721	91539	91566	8417	31512	1
2018.04.05	11:40:00	91566	91587	91411	91470	12364	45930	1
2018.04.05	11:45:00	91470	91502	91374	91427	9522	36699	1
2018.04.05	11:50:00	91433	91545	91214	91529	16943	65487	1
2018.04.05	11:55:00	91529	91662	91529	91598	9192	32518	1
2018.04.05	12:00:00	91603	91769	91593	91747	8265	31451	1
2018.04.05	12:05:00	91742	91859	91742	91784	8325	35867	1
2018.04.05	12:10:00	91784	91832	91667	91737	7257	28589	1
2018.04.05	12:15:00	91737	91832	91705	91822	5604	21986	1
2018.04.05	12:20:00	91827	91960	91806	91827	10130	40396	1
2018.04.05	12:25:00	91827	91832	91619	91646	9150	38368	1
2018.04.05	12:30:00	91641	91827	91571	91822	8241	34394	1
2018.04.05	12:35:00	91816	91854	91774	91811	4661	20147	1
2018.04.05	12:40:00	91811	91848	91673	91705	6325	24975	1
2018.04.05	12:45:00	91705	91731	91630	91673	4713	19468	1
2018.04.05	12:50:00	91678	91737	91625	91683	3999	15921	1
2018.04.05	12:55:00	91689	91726	91619	91710	4047	18389	1
2018.04.05	13:00:00	91705	91747	91635	91678	3875	17337	1
2018.04.05	13:05:00	91678	91689	91566	91614	5547	23482	1
2018.04.05	13:10:00	91614	91673	91577	91646	3306	13843	1
2018.04.05	13:15:00	91651	91651	91529	91582	4797	20975	1
2018.04.05	13:20:00	91577	91614	91550	91582	2918	12029	1
2018.04.05	13:25:00	91577	91630	91555	91593	2539	9362	1
2018.04.05	13:30:00	91593	91646	91459	91598	6030	27342	1
2018.04.05	13:35:00	91598	91598	91518	91593	2463	10285	1
2018.04.05	13:40:00	91598	91598	91481	91502	3139	12950	1
2018.04.05	13:45:00	91502	91550	91475	91534	2766	11033	1
2018.04.05	13:50:00	91534	91539	91422	91465	3681	15423	1
2018.04.05	13:55:00	91465	91539	91454	91513	3705	14740	1
2018.04.05	14:00:00	91513	91598	91497	91561	3668	13667	1
2018.04.05	14:05:00	91566	91598	91539	91587	2178	8034	1
2018.04.05	14:10:00	91587	91587	91491	91523	3102	10968	1
2018.04.05	14:15:00	91518	91523	91299	91299	8432	33666	1
2018.04.05	14:20:00	91299	91326	91107	91171	11092	46937	1
2018.04.05	14:25:00	91166	91203	91081	91139	7124	30277	1
2018.04.05	14:30:00	91134	91198	91091	91161	5521	22439	1
2018.04.05	14:35:00	91155	91235	91134	91139	5912	23762	1
2018.04.05	14:40:00	91134	91139	90974	91065	10392	43229	1
2018.04.05	14:45:00	91065	91177	91059	91145	5844	26015	1
2018.04.05	14:50:00	91139	91225	91107	91129	5518	22228	1
2018.04.05	14:55:00	91129	91145	90974	91027	8362	33813	1
2018.04.05	15:00:00	91038	91193	90889	91091	12985	60519	1
2018.04.05	15:05:00	91086	91097	90819	90873	11813	49884	1
2018.04.05	15:10:00	90873	91027	90862	90990	7186	29317	1
2018.04.05	15:15:00	90995	91145	90899	91059	8522	35878	1
2018.04.05	15:20:00	91065	91113	90974	91011	4422	17600	1
2018.04.05	15:25:00	91017	91118	90953	91075	4872	18572	1
2018.04.05	15:30:00	91075	91161	91065	91118	4864	18955	1
2018.04.05	15:35:00	91123	91161	91038	91086	4112	17746	1
2018.04.05	15:40:00	91091	91161	91017	91134	5728	26312	1
2018.04.05	15:45:00	91134	91203	91107	91161	5617	25055	1
2018.04.05	15:50:00	91161	91198	91139	91171	2722	12124	1
2018.04.05	15:55:00	91177	91219	91150	91182	3339	15500	1
2018.04.05	16:00:00	91177	91203	91017	91075	6593	26963	1
2018.04.05	16:05:00	91086	91294	91081	91267	6442	27876	1
2018.04.05	16:10:00	91267	91337	91246	91289	5652	26120	1
2018.04.05	16:15:00	91283	91331	91235	91251	3737	17033	1
2018.04.05	16:20:00	91246	91278	91214	91214	2600	10242	1
2018.04.05	16:25:00	91219	91230	91102	91187	5842	25024	1
2018.04.05	16:30:00	91187	91198	90969	91022	6315	27336	1
2018.04.05	16:35:00	91022	91049	90905	90958	6919	33067	1
2018.04.05	16:40:00	90958	91081	90921	91054	4905	21150	1
2018.04.05	16:45:00	91065	91150	91054	91134	4451	19184	1
2018.04.05	16:50:00	91129	91198	91118	91161	3772	17823	1
2018.04.05	16:55:00	91161	91198	91054	91075	5535	26004	1
2018.04.05	17:00:00	91081	91145	91049	91097	3700	19105	1
2018.04.05	17:05:00	91097	91145	91075	91081	1821	8203	1
2018.04.05	17:10:00	91086	91171	91033	91070	3087	13298	1
2018.04.05	17:15:00	91075	91086	91027	91038	1280	6189	1
2018.04.05	17:20:00	91038	91054	91006	91049	1130	4441	1
2018.04.05	17:25:00	91049	91070	90985	91006	1589	6892	1
2018.04.05	17:30:00	91006	91075	90995	91070	1528	5346	1
2018.04.05	17:35:00	91075	91081	90995	91059	1391	5470	1
2018.04.05	17:40:00	91059	91065	90958	90974	1611	7024	1
2018.04.05	17:45:00	90974	90985	90867	90899	1949	8752	1
2018.04.05	17:50:00	90899	91059	90825	91059	1834	9332	1
2018.04.06	09:00:00	90606	90787	90526	90718	7703	26206	1
2018.04.06	09:05:00	90718	90723	90553	90659	6118	20655	1
2018.04.06	09:10:00	90659	90707	90579	90622	5213	17219	1
2018.04.06	09:15:00	90622	90729	90601	90654	6129	22813	1
2018.04.06	09:20:00	90654	90681	90547	90638	4601	14925	1
2018.04.06	09:25:00	90638	90761	90611	90697	4263	12923	1
2018.04.06	09:30:00	90702	90931	90377	90585	24667	85792	1
2018.04.06	09:35:00	90590	90750	90537	90686	12209	41518	1
2018.04.06	09:40:00	90691	90846	90611	90766	10921	36023	1
2018.04.06	09:45:00	90766	90819	90622	90713	6671	20310	1
2018.04.06	09:50:00	90707	90739	90579	90681	8290	25355	1
2018.04.06	09:55:00	90681	90777	90659	90755	6230	19224	1
2018.04.06	10:00:00	90755	90819	90681	90750	7598	24845	1
2018.04.06	10:05:00	90755	90766	90537	90574	10737	34974	1
2018.04.06	10:10:00	90579	90627	90441	90505	11124	37515	1
2018.04.06	10:15:00	90505	90515	90302	90499	14457	49267	1
2018.04.06	10:20:00	90494	90595	90468	90574	7521	24374	1
2018.04.06	10:25:00	90563	90675	90430	90526	11669	35927	1
2018.04.06	10:30:00	90526	90745	90468	90713	17964	61440	1
2018.04.06	10:35:00	90713	90979	90622	90942	16534	57282	1
2018.04.06	10:40:00	90942	90974	90830	90899	12824	47176	1
2018.04.06	10:45:00	90899	90963	90707	90921	13474	46528	1
2018.04.06	10:50:00	90921	91017	90798	90819	12988	46612	1
2018.04.06	10:55:00	90819	90953	90771	90835	9660	32974	1
2018.04.06	11:00:00	90835	90894	90574	90649	14159	49725	1
2018.04.06	11:05:00	90643	90659	90457	90489	12089	48255	1
2018.04.06	11:10:00	90489	90494	90041	90148	22911	89886	1
2018.04.06	11:15:00	90148	90238	90073	90105	14063	55456	1
2018.04.06	11:20:00	90100	90169	89956	90041	13200	51216	1
2018.04.06	11:25:00	90041	90196	89972	90062	10397	40962	1
2018.04.06	11:30:00	90062	90201	89908	89924	11073	42208	1
2018.04.06	11:35:00	89929	89966	89796	89908	12104	46262	1
2018.04.06	11:40:00	89913	89929	89705	89716	11261	44077	1
2018.04.06	11:45:00	89716	89748	89534	89673	14822	61723	1
2018.04.06	11:50:00	89684	89833	89609	89785	11405	46086	1
2018.04.06	11:55:00	89785	89865	89710	89769	8375	33765	1
2018.04.06	12:00:00	89769	89774	89540	89641	10093	42099	1
2018.04.06	12:05:00	89641	89828	89545	89780	8368	32443	1
2018.04.06	12:10:00	89780	89924	89742	89870	7990	30538	1
2018.04.06	12:15:00	89870	89929	89780	89849	7286	28569	1
2018.04.06	12:20:00	89844	89966	89790	89817	6809	26723	1
2018.04.06	12:25:00	89822	90025	89806	89972	7240	28471	1
2018.04.06	12:30:00	89972	90057	89966	90057	5635	21876	1
2018.04.06	12:35:00	90052	90180	90025	90148	7548	32017	1
2018.04.06	12:40:00	90153	90201	90110	90142	5207	20405	1
2018.04.06	12:45:00	90142	90148	89977	89988	7107	25987	1
2018.04.06	12:50:00	89988	90190	89929	90169	7893	30643	1
2018.04.06	12:55:00	90169	90334	90164	90260	9303	39804	1
2018.04.06	13:00:00	90260	90281	90158	90180	4930	19018	1
2018.04.06	13:05:00	90174	90313	90137	90222	5584	22579	1
2018.04.06	13:10:00	90217	90233	90116	90169	5047	20447	1
2018.04.06	13:15:00	90174	90265	90030	90030	5708	23873	1
2018.04.06	13:20:00	90030	90126	89945	90089	8536	33150	1
2018.04.06	13:25:00	90094	90158	89950	89998	6601	24561	1
2018.04.06	13:30:00	89993	90094	89929	90062	6261	24479	1
2018.04.06	13:35:00	90052	90212	90052	90164	6018	21782	1
2018.04.06	13:40:00	90164	90292	90132	90158	7869	31317	1
2018.04.06	13:45:00	90158	90222	90089	90153	5311	21885	1
2018.04.06	13:50:00	90148	90206	90068	90185	5259	22626	1
2018.04.06	13:55:00	90180	90308	90158	90276	5987	22942	1
2018.04.06	14:00:00	90270	90286	90148	90238	5017	19083	1
2018.04.06	14:05:00	90244	90265	90180	90185	4456	15714	1
2018.04.06	14:10:00	90185	90244	90089	90174	7780	27558	1
2018.04.06	14:15:00	90169	90238	90148	90217	3898	13808	1
